,Name,Date,High,Low,Open,Close,Volume,Marketcap
0,Binance Coin,2017-07-26 23:59:59,0.1090129986405372,0.0992655009031295,0.10589300096035,0.1051379963755607,200395.0,10513800.0
1,Binance Coin,2017-07-27 23:59:59,0.1084790006279945,0.1008879989385604,0.1051080003380775,0.1077369973063469,344499.0,10773700.0
2,Binance Coin,2017-07-28 23:59:59,0.1090189963579177,0.1014730036258697,0.107632003724575,0.1040669977664947,342568.0,10406700.0
3,Binance Coin,2017-07-29 23:59:59,0.1112639978528022,0.1011079996824264,0.1047820001840591,0.1078109964728355,340218.0,10781100.0
4,Binance Coin,2017-07-30 23:59:59,0.1081380024552345,0.1031619980931282,0.1079349964857101,0.1064139977097511,224261.0,10641400.0
5,Binance Coin,2017-07-31 23:59:59,0.1083490028977394,0.1015999987721443,0.1068279966711998,0.1042499989271164,240309.0,10425000.0
6,Binance Coin,2017-08-01 23:59:59,0.1062659993767738,0.0961093977093696,0.1045949980616569,0.0998668000102043,300413.0,9986680.0
7,Binance Coin,2017-08-02 23:59:59,0.1012109965085983,0.0973611995577812,0.0997212007641792,0.1004519984126091,256793.0,10045200.0
8,Binance Coin,2017-08-03 23:59:59,0.1069779992103576,0.0991197004914283,0.1003279983997345,0.1066420003771781,293008.0,10664200.0
9,Binance Coin,2017-08-04 23:59:59,0.107755996286869,0.1026989966630935,0.106684997677803,0.1074939966201782,287621.0,10749400.0
10,Binance Coin,2017-08-05 23:59:59,0.1446530073881149,0.1070699989795684,0.1074180006980896,0.1288709938526153,542878.0,12887100.0
11,Binance Coin,2017-08-06 23:59:59,0.1329880058765411,0.1273799985647201,0.1292929947376251,0.1309989988803863,393681.0,13099900.0
12,Binance Coin,2017-08-07 23:59:59,0.1497649997472763,0.1333000063896179,0.1339579969644546,0.1488479971885681,748177.0,14884800.0
13,Binance Coin,2017-08-08 23:59:59,0.2269250005483627,0.1477659940719604,0.1489980071783065,0.2244209945201873,2617340.0,22442100.0
14,Binance Coin,2017-08-09 23:59:59,0.2606250047683716,0.2221579998731613,0.2247480005025863,0.2429119944572448,3075320.0,24291200.0
15,Binance Coin,2017-08-10 23:59:59,0.3499760031700134,0.2450519949197769,0.2518270015716553,0.3490790128707886,4118070.0,34907900.0
16,Binance Coin,2017-08-11 23:59:59,0.4096539914608001,0.31106698513031,0.3487850129604339,0.3925719857215881,4413920.0,39257200.0
17,Binance Coin,2017-08-12 23:59:59,0.4759919941425323,0.3375889956951141,0.3921929895877838,0.4463649988174438,5080760.0,44636500.0
18,Binance Coin,2017-08-13 23:59:59,1.0226399898529053,0.4459899961948395,0.4459899961948395,0.8768280148506165,13852100.0,87682800.0
19,Binance Coin,2017-08-14 23:59:59,1.4633899927139282,0.7357640266418457,0.8729180097579956,1.2955700159072876,51698100.0,129557000.0
20,Binance Coin,2017-08-15 23:59:59,1.3789199590682983,0.923371970653534,1.32709002494812,1.0565500259399414,19824400.0,105655000.0
21,Binance Coin,2017-08-16 23:59:59,1.452720046043396,1.0786900520324707,1.11968994140625,1.4372400045394895,31363100.0,143724000.0
22,Binance Coin,2017-08-17 23:59:59,2.1113100051879883,1.323639988899231,1.4369699954986572,1.9671499729156487,61296500.0,196715000.0
23,Binance Coin,2017-08-18 23:59:59,2.754120111465454,1.894700050354004,1.925189971923828,2.384000062942505,69048000.0,238400000.0
24,Binance Coin,2017-08-19 23:59:59,2.334399938583374,1.8199399709701536,2.334399938583374,2.093369960784912,43391300.0,209337000.0
25,Binance Coin,2017-08-20 23:59:59,2.6894400119781494,2.075819969177246,2.1082100868225098,2.502579927444458,65350400.0,250258000.0
26,Binance Coin,2017-08-21 23:59:59,2.9089200496673584,2.430749893188477,2.430749893188477,2.7011098861694336,72000600.0,270111000.0
27,Binance Coin,2017-08-22 23:59:59,2.72445011138916,2.224790096282959,2.72445011138916,2.485270023345948,52091300.0,248527000.0
28,Binance Coin,2017-08-23 23:59:59,2.9554500579833984,2.4739699363708496,2.4739699363708496,2.580430030822754,64925100.0,258043000.0
29,Binance Coin,2017-08-24 23:59:59,2.6639699935913086,2.2833800315856934,2.6273601055145264,2.379319906234741,45080400.0,237932000.0
30,Binance Coin,2017-08-25 23:59:59,2.7299699783325195,2.3905699253082275,2.3905699253082275,2.4968700408935547,49977600.0,249687000.0
31,Binance Coin,2017-08-26 23:59:59,2.5388400554656982,1.960559964179993,2.5303800106048584,2.1693599224090576,26690700.0,216936000.0
32,Binance Coin,2017-08-27 23:59:59,2.313549995422364,1.8580199480056765,2.179970026016236,2.005189895629883,17214900.0,200519000.0
33,Binance Coin,2017-08-28 23:59:59,2.1674299240112305,1.9628000259399407,2.0214900970458984,2.0429000854492188,15413900.0,204290000.0
34,Binance Coin,2017-08-29 23:59:59,2.327579975128174,1.9897300004959104,2.106250047683716,2.327579975128174,20372000.0,232758000.0
35,Binance Coin,2017-08-30 23:59:59,2.3653500080108643,2.094559907913208,2.28193998336792,2.35004997253418,24830000.0,235005000.0
36,Binance Coin,2017-08-31 23:59:59,2.4081499576568604,2.1964499950408936,2.3282299041748047,2.2037899494171143,20214800.0,220379000.0
37,Binance Coin,2017-09-01 23:59:59,2.388989925384521,2.116519927978516,2.201689958572388,2.3841700553894043,20990700.0,238417000.0
38,Binance Coin,2017-09-02 23:59:59,2.8492701053619385,1.7224700450897217,2.5,1.9926799535751345,22995400.0,199268000.0
39,Binance Coin,2017-09-03 23:59:59,2.0192999839782715,1.4241700172424316,1.9254800081253047,1.5757999420166016,11662000.0,157580000.0
40,Binance Coin,2017-09-04 23:59:59,1.5766500234603882,0.6130099892616272,1.5766500234603882,1.0495699644088743,20075100.0,104957000.0
41,Binance Coin,2017-09-05 23:59:59,1.1194499731063845,0.7406219840049744,1.0325100421905518,0.9737160205841064,9453770.0,97371600.0
42,Binance Coin,2017-09-06 23:59:59,1.1713000535964966,0.7354999780654907,0.9905210137367249,1.0861400365829468,14279400.0,108614000.0
43,Binance Coin,2017-09-07 23:59:59,1.508270025253296,0.9567450284957886,1.0343400239944458,1.366219997406006,15442300.0,136622000.0
44,Binance Coin,2017-09-08 23:59:59,1.4039299488067627,0.9466009736061096,1.3980400562286377,1.0068299770355225,9872850.0,100683000.0
45,Binance Coin,2017-09-09 23:59:59,1.0337799787521362,0.8630610108375549,1.0091999769210815,0.9893010258674622,4011510.0,98930100.0
46,Binance Coin,2017-09-10 23:59:59,1.0027600526809692,0.8523849844932556,0.9820780158042908,0.9421589970588684,3257430.0,94215900.0
47,Binance Coin,2017-09-11 23:59:59,1.101699948310852,0.9020000100135804,0.9491860270500184,1.0258100032806396,5167180.0,102581000.0
48,Binance Coin,2017-09-12 23:59:59,1.208240032196045,0.9876319766044616,1.0334800481796265,1.035680055618286,7213490.0,103568000.0
49,Binance Coin,2017-09-13 23:59:59,1.0428999662399292,0.8802409768104553,1.0428999662399292,0.9372040033340454,2780700.0,93720400.0
50,Binance Coin,2017-09-14 23:59:59,0.950177013874054,0.6734820008277893,0.9378700256347656,0.6787840127944946,3134360.0,67878400.0
51,Binance Coin,2017-09-15 23:59:59,0.8492169976234436,0.5267549753189087,0.683305025100708,0.7997090220451355,4625680.0,79970900.0
52,Binance Coin,2017-09-16 23:59:59,0.9271969795227052,0.7461130023002625,0.8080559968948364,0.8041980266571045,2829570.0,80419800.0
53,Binance Coin,2017-09-17 23:59:59,0.8147969841957092,0.7337449789047241,0.8034229874610901,0.789588987827301,1273640.0,78958900.0
54,Binance Coin,2017-09-18 23:59:59,0.9370290040969848,0.7876039743423462,0.7895650267601013,0.909201979637146,3717860.0,90920200.0
55,Binance Coin,2017-09-19 23:59:59,0.9091320037841796,0.7876530289649963,0.907397985458374,0.8024250268936157,2888420.0,80242500.0
56,Binance Coin,2017-09-20 23:59:59,0.8163840174674988,0.7436760067939758,0.8150320053100586,0.7478899955749512,2536950.0,74789000.0
57,Binance Coin,2017-09-21 23:59:59,0.7817749977111816,0.6842809915542603,0.7640129923820496,0.7021399736404419,2238040.0,70214000.0
58,Binance Coin,2017-09-22 23:59:59,0.7401540279388428,0.6832600235939026,0.6988710165023804,0.7158929705619812,2099500.0,71589300.0
